C1,Q1,C2,nearest_design_distance,life_cycles_idw,fade_rate_idw,t_cc_ideal_min,charge_time_idw_min
5.0,67,4.0,0.0,1134.799530539136,0.00017624258260397877,9.99,10.154624894151391
5.3,54,4.0,0.0,1074.0001537585754,0.00018621971263232988,10.013207547169811,10.157516470191837
5.3,53,4.1,0.05512556633291883,1073.5592633351348,0.00018629618953561734,9.951219512195122,10.16742113195481
5.0,67,4.1,0.052631578947368224,1134.4181542020758,0.00017630183302265248,9.942439024390245,10.169704193261364
5.3,52,4.1,0.06200857155765626,1072.6638656382468,0.0001864516988096712,9.984353428439945,10.169726659925711
5.0,66,4.1,0.05512556633291883,1133.8314580223682,0.00017639305964295657,9.968780487804878,10.170543063249667
5.3,51,4.1,0.07203324060307768,1071.2043819677385,0.00018670573362723923,10.017487344684769,10.173405449377736
5.0,65,4.1,0.06200857155765626,1132.8786489413885,0.00017654141525827924,9.995121951219513,10.173728319969573
5.2,54,4.1,0.07443229275647842,1076.320889810826,0.00018581819036807135,10.03564727954972,10.174992126691468
5.2,55,4.1,0.07621621327524801,1077.644556760599,0.00018558995055030045,10.0046904315197,10.175863681744564
5.2,56,4.1,0.0813335481158546,1079.4947143872805,0.00018527186593360922,9.97373358348968,10.178099756020723
5.3,50,4.1,0.08408330677967384,1068.9530180047866,0.00018709896191069497,10.050621260929592,10.178195454038311
5.0,64,4.1,0.07203324060307768,1131.314822555281,0.00017678545000255854,10.021463414634146,10.178691169638862
5.2,57,4.1,0.08921250391214192,1082.1087258267105,0.00018482431129755822,9.942776735459661,10.181460641996727
5.0,63,4.1,0.08408330677967384,1128.9669687982134,0.0001771531014879029,10.047804878048781,10.184727013837483
5.2,58,4.1,0.09919720551254356,1085.6250984592361,0.000184225659745568,9.911819887429644,10.185545266672094
5.1,63,4.1,0.09919720551254356,1122.9474661611152,0.0001781027216559968,9.899569583931136,10.190025593233893
5.3,53,4.2,0.10653204856288222,1071.6904152829318,0.00018662105879448308,9.857142857142858,10.191038148463528
